benefit_month,county,program_type,cases,recipients,children,adults,payments,avg_payment_per_case,avg_payment_per_recipient
2024-11-01,Bee,TANF Basic,15,39,32,8,3862.72,254.54,97.83
2024-11-01,Bell,TANF Basic,247,625,443,185,69761.15,282.28,111.59
2024-11-01,Bexar,TANF Basic,710,1775,1358,419,184223.04,259.48,103.81
2024-11-01,Blanco,TANF Basic,1,5,4,1,530.94,489.82,96.82
2024-11-01,Borden,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bosque,TANF Basic,2,2,1,1,300.94,138.82,137.19
2024-11-01,Bowie,TANF Basic,57,134,104,29,13860.23,241.26,103.58
2024-11-01,Brazoria,TANF Basic,47,94,78,16,9230.12,198.03,97.85
2024-11-01,Brazos,TANF Basic,72,189,150,39,19057.82,266.39,101.02
2024-11-01,Brewster,TANF Basic,1,3,2,1,397.66,366.87,120.86
2024-11-01,Briscoe,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Brooks,TANF Basic,5,9,7,2,1113.46,205.45,126.9
2024-11-01,Brown,TANF Basic,12,23,15,8,2779.35,233.1,120.67
2024-11-01,Burleson,TANF Basic,4,15,12,3,1630.43,376.04,106.18
2024-11-01,Burnet,TANF Basic,12,33,26,7,3376.93,283.22,102.63
2024-11-01,Caldwell,TANF Basic,9,18,13,5,2049.59,236.36,116.79
2024-11-01,Calhoun,TANF Basic,1,2,2,0,195.61,180.46,89.17
2024-11-01,Callahan,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Cameron,TANF Basic,424,1066,960,102,97082.87,229.07,91.06
2024-11-01,Camp,TANF Basic,5,10,7,3,1362.81,251.45,138.06
2024-11-01,Carson,TANF Basic,2,4,3,1,455.7,210.21,103.87
2024-11-01,Cass,TANF Basic,4,10,9,1,997.39,230.04,101.04
2024-11-01,Castro,TANF Basic,2,5,5,0,462.15,213.18,84.27
2024-11-01,Chambers,TANF Basic,10,15,12,3,1925.99,197.43,125.43
2024-11-01,Cherokee,TANF Basic,16,39,32,8,4381.84,269.5,110.97
2024-11-01,Childress,TANF Basic,2,4,2,2,687.85,317.29,156.79
2024-11-01,Clay,TANF Basic,3,5,4,1,674.96,207.56,123.08
2024-11-01,Cochran,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Coke,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Coleman,TANF Basic,2,5,4,1,617.99,285.07,112.69
2024-11-01,Collin,TANF Basic,175,441,329,113,47647.76,273.03,108.07
2024-11-01,Collingsworth,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Colorado,TANF Basic,2,3,1,2,509.44,234.99,154.83
2024-11-01,Comal,TANF Basic,21,43,32,11,5164.27,250.75,120.73
2024-11-01,Comanche,TANF Basic,4,12,9,3,1310.14,302.17,108.59
2024-11-01,Concho,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Cooke,TANF Basic,10,22,16,6,2640.71,270.69,120.38
2024-11-01,Coryell,TANF Basic,18,42,32,10,4320.57,234.47,103.66
2024-11-01,Cottle,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Crane,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Crockett,TANF Basic,1,3,2,1,397.66,366.87,120.86
2024-11-01,Crosby,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Culberson,TANF Basic,1,1,1,0,135.42,124.93,123.47
2024-11-01,Dallam,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Dallas,TANF Basic,976,2459,1839,626,265439.09,272.09,107.94
2024-11-01,Dawson,TANF Basic,5,13,10,3,1571.31,289.93,119.39
2024-11-01,Deaf Smith,TANF Basic,8,19,15,3,2015.19,265.59,108.08
2024-11-01,Delta,TANF Basic,1,2,2,0,195.61,180.46,89.17
2024-11-01,Denton,TANF Basic,129,331,254,78,35592.07,275.93,107.45
2024-11-01,Dewitt,TANF Basic,4,9,9,0,772.76,178.23,88.07
2024-11-01,Dickens,TANF Basic,1,2,1,1,343.93,317.29,156.79
2024-11-01,Dimmit,TANF Basic,3,9,8,1,710.42,218.47,80.96
2024-11-01,Donley,TANF Basic,1,3,2,1,397.66,366.87,120.86
2024-11-01,Duval,TANF Basic,5,18,13,5,1237.06,228.25,70.49
2024-11-01,Eastland,TANF Basic,5,11,9,2,1292.95,238.56,117.88
2024-11-01,Ector,TANF Basic,55,135,107,28,14024.67,253.7,103.96
2024-11-01,Edwards,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,El Paso,TANF Basic,388,981,754,228,103215.51,265.98,105.26
2024-11-01,Ellis,TANF Basic,38,102,81,22,10798.21,284.63,105.86
2024-11-01,Erath,TANF Basic,12,25,18,7,2847.06,238.78,112.86
2024-11-01,Falls,TANF Basic,7,19,13,6,1801.31,276.97,96.61
2024-11-01,Fannin,TANF Basic,17,38,26,12,4864.41,280.48,126.72
2024-11-01,Fayette,TANF Basic,2,3,2,1,387.99,178.97,117.92
2024-11-01,Fisher,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Floyd,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Foard,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Fort Bend,TANF Basic,77,180,138,42,19708.05,256.08,109.56
2024-11-01,Franklin,TANF Basic,1,2,1,1,343.93,317.29,156.79
2024-11-01,Freestone,TANF Basic,9,24,18,6,2654.68,306.14,110.02
2024-11-01,Frio,TANF Basic,11,23,17,6,2748.19,253.54,119.32
2024-11-01,Gaines,TANF Basic,4,10,9,1,969.44,223.59,98.21
2024-11-01,Galveston,TANF Basic,73,167,136,31,16265.56,223.97,97.57
2024-11-01,Garza,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Gillespie,TANF Basic,3,7,5,1,617.99,190.04,93.91
2024-11-01,Glasscock,TANF Basic,1,2,2,0,110.7,102.13,50.47
2024-11-01,Goliad,TANF Basic,3,8,5,2,844.77,259.78,110.03
2024-11-01,Gonzales,TANF Basic,1,1,1,0,135.42,124.93,123.47
2024-11-01,Gray,TANF Basic,5,10,9,1,1077.99,198.9,109.21
2024-11-01,Grayson,TANF Basic,43,90,67,23,10059.84,232.02,111.85
2024-11-01,Gregg,TANF Basic,47,92,65,27,9323.63,200.04,101.2
2024-11-01,Grimes,TANF Basic,9,15,9,7,2166.74,249.87,141.11
2024-11-01,Guadalupe,TANF Basic,38,97,71,26,10991.67,289.73,113.88
2024-11-01,Hale,TANF Basic,10,23,16,7,2844.92,291.62,123.52
2024-11-01,Hall,TANF Basic,1,2,2,0,195.61,180.46,89.17
2024-11-01,Hamilton,TANF Basic,1,3,2,1,397.66,366.87,120.86
2024-11-01,Hansford,TANF Basic,3,8,4,3,566.4,174.18,73.77
2024-11-01,Hardeman,TANF Basic,3,9,8,1,700.75,215.49,79.86
2024-11-01,Hardin,TANF Basic,14,29,22,7,2991.08,212.27,104.89
2024-11-01,Harris,TANF Basic,1160,2763,2196,568,278477.12,240.1,100.79
2024-11-01,Harrison,TANF Basic,21,52,40,11,5449.08,264.58,105.71
2024-11-01,Hartley,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Haskell,TANF Basic,2,10,8,2,920.0,424.38,93.2
2024-11-01,Hays,TANF Basic,35,103,73,31,11424.8,329.38,110.81
2024-11-01,Hemphill,TANF Basic,1,1,1,0,135.42,124.93,123.47
2024-11-01,Henderson,TANF Basic,25,54,41,12,6326.09,253.75,117.71
2024-11-01,Hidalgo,TANF Basic,1176,3250,3024,209,278367.49,236.69,85.66
2024-11-01,Hill,TANF Basic,9,14,11,3,1663.74,191.86,116.68
2024-11-01,Hockley,TANF Basic,7,15,12,3,1738.98,267.38,113.25
2024-11-01,Hood,TANF Basic,10,16,13,3,1741.13,178.48,105.83
2024-11-01,Hopkins,TANF Basic,10,36,30,6,2976.04,305.06,82.22
2024-11-01,Houston,TANF Basic,8,19,16,2,1864.73,245.76,100.01
2024-11-01,Howard,TANF Basic,8,21,17,3,2087.2,275.08,100.16
2024-11-01,Hudspeth,TANF Basic,1,2,1,1,343.93,317.29,156.79
2024-11-01,Hunt,TANF Basic,31,89,67,22,8980.78,285.7,101.09
2024-11-01,Hutchinson,TANF Basic,12,26,20,7,2561.18,214.8,97.3
2024-11-01,Irion,TANF Basic,1,2,2,0,195.61,180.46,89.17
2024-11-01,Jack,TANF Basic,1,3,2,1,397.66,366.87,120.86
2024-11-01,Jackson,TANF Basic,3,5,4,1,537.38,165.26,97.99
2024-11-01,Jasper,TANF Basic,20,39,32,8,4356.04,223.26,110.32
2024-11-01,Jeff Davis,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Jefferson,TANF Basic,150,394,304,91,40470.45,270.55,102.78
2024-11-01,Jim Hogg,TANF Basic,1,1,1,0,135.42,124.93,123.47
2024-11-01,Jim Wells,TANF Basic,14,43,34,9,3887.44,275.88,90.88
2024-11-01,Johnson,TANF Basic,43,92,76,16,9176.38,211.64,99.6
2024-11-01,Jones,TANF Basic,3,11,8,3,1116.69,343.4,101.81
2024-11-01,Karnes,TANF Basic,4,14,13,1,1314.44,303.16,92.19
2024-11-01,Kaufman,TANF Basic,67,190,151,39,19270.62,286.75,101.56
2024-11-01,Kendall,TANF Basic,5,11,8,3,1410.1,260.18,128.56
2024-11-01,Kenedy,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Kent,TANF Basic,1,3,3,0,164.44,151.71,49.98
2024-11-01,Kerr,TANF Basic,5,10,8,2,1129.58,208.42,114.43
2024-11-01,Kimble,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,King,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Kinney,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Kleberg,TANF Basic,15,38,29,9,4075.53,268.57,106.17
2024-11-01,Knox,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,La Salle,TANF Basic,1,3,2,1,329.95,304.4,100.28
2024-11-01,Lamar,TANF Basic,38,78,63,15,8033.9,211.76,103.17
2024-11-01,Lamb,TANF Basic,4,8,7,1,760.94,175.5,99.11
2024-11-01,Lampasas,TANF Basic,10,12,9,3,1616.45,165.7,133.98
2024-11-01,Lavaca,TANF Basic,3,5,5,0,526.64,161.95,96.03
2024-11-01,Lee,TANF Basic,4,5,5,0,601.87,138.82,109.75
2024-11-01,Leon,TANF Basic,5,13,11,2,1402.57,258.79,106.57
2024-11-01,Liberty,TANF Basic,34,61,53,8,6417.45,190.98,104.48
2024-11-01,Limestone,TANF Basic,14,26,20,7,3152.3,223.71,119.75
2024-11-01,Lipscomb,TANF Basic,1,4,3,1,478.27,441.23,109.01
2024-11-01,Live Oak,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Llano,TANF Basic,4,13,9,5,1118.84,258.05,85.01
2024-11-01,Loving,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Lubbock,TANF Basic,124,307,223,85,33193.19,268.62,108.08
2024-11-01,Lynn,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Madison,TANF Basic,5,9,8,1,1005.98,185.62,114.65
2024-11-01,Marion,TANF Basic,3,5,5,0,544.91,167.57,99.36
2024-11-01,Martin,TANF Basic,1,2,1,1,343.93,317.29,156.79
2024-11-01,Mason,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Matagorda,TANF Basic,9,23,21,2,2216.18,255.57,96.22
2024-11-01,Maverick,TANF Basic,18,53,41,11,5383.52,292.15,102.26
2024-11-01,Mcculloch,TANF Basic,2,2,1,1,300.94,138.82,137.19
2024-11-01,Mclennan,TANF Basic,93,223,171,52,23609.47,253.27,106.04
2024-11-01,Mcmullen,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Medina,TANF Basic,8,13,12,1,1397.2,184.14,106.16
2024-11-01,Menard,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Midland,TANF Basic,47,94,79,15,9698.72,208.08,102.82
2024-11-01,Milam,TANF Basic,1,1,1,0,135.42,124.93,123.47
2024-11-01,Mills,TANF Basic,1,1,1,0,127.9,117.99,116.61
2024-11-01,Mitchell,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Montague,TANF Basic,4,7,5,1,775.98,178.97,117.92
2024-11-01,Montgomery,TANF Basic,72,150,125,25,15063.97,210.57,100.25
2024-11-01,Moore,TANF Basic,11,26,21,6,2858.89,263.75,108.61
2024-11-01,Morris,TANF Basic,16,32,27,5,3491.93,214.77,109.78
2024-11-01,Motley,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Nacogdoches,TANF Basic,23,58,45,14,6045.58,265.59,104.0
2024-11-01,Navarro,TANF Basic,22,43,34,9,4776.28,220.32,111.66
2024-11-01,Newton,TANF Basic,3,8,8,0,657.76,202.27,85.67
2024-11-01,Nolan,TANF Basic,3,8,8,0,595.42,183.1,77.55
2024-11-01,Nueces,TANF Basic,167,395,302,93,43368.03,259.8,109.83
2024-11-01,Ochiltree,TANF Basic,2,4,4,0,409.49,188.89,93.34
2024-11-01,Oldham,TANF Basic,1,2,2,0,195.61,180.46,89.17
2024-11-01,Orange,TANF Basic,35,79,60,19,8574.51,247.2,108.58
2024-11-01,Palo Pinto,TANF Basic,9,20,17,2,1986.17,229.05,100.6
2024-11-01,Panola,TANF Basic,9,20,15,5,2089.35,240.94,105.83
2024-11-01,Parker,TANF Basic,16,37,28,9,3698.28,227.46,99.17
2024-11-01,Parmer,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Pecos,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Polk,TANF Basic,21,37,30,7,4343.14,210.88,116.47
2024-11-01,Potter,TANF Basic,57,128,97,32,13747.38,239.3,107.13
2024-11-01,Presidio,TANF Basic,5,10,10,0,904.96,166.97,91.68
2024-11-01,Rains,TANF Basic,3,5,4,1,658.83,202.6,120.14
2024-11-01,Randall,TANF Basic,18,38,29,9,4290.48,232.84,111.77
2024-11-01,Reagan,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Real,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Red River,TANF Basic,9,16,13,3,1896.97,218.76,115.3
2024-11-01,Reeves,TANF Basic,5,13,10,3,1547.67,285.56,117.59
2024-11-01,Refugio,TANF Basic,1,2,2,0,147.24,135.84,67.12
2024-11-01,Roberts,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Robertson,TANF Basic,18,50,36,15,5414.69,293.85,107.32
2024-11-01,Rockwall,TANF Basic,17,60,49,11,5626.42,324.42,93.27
2024-11-01,Runnels,TANF Basic,2,4,2,2,687.85,317.29,156.79
2024-11-01,Rusk,TANF Basic,8,14,10,5,1682.01,221.68,117.97
2024-11-01,Sabine,TANF Basic,4,8,7,1,870.56,200.79,113.39
2024-11-01,San Jacinto,TANF Basic,12,21,16,5,2568.7,215.43,123.26
2024-11-01,San Juneine,TANF Basic,1,2,2,0,195.61,180.46,89.17
2024-11-01,San Patricio,TANF Basic,29,68,45,24,8211.24,280.57,120.75
2024-11-01,San Saba,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Schleicher,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Scurry,TANF Basic,5,10,8,2,1208.04,222.9,122.38
2024-11-01,Shackelford,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Shelby,TANF Basic,12,24,18,6,2474.12,207.5,102.53
2024-11-01,Sherman,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Smith,TANF Basic,39,95,72,24,10696.11,274.11,112.09
2024-11-01,Somervell,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Starr,TANF Basic,67,181,160,20,16433.23,244.53,90.8
2024-11-01,Stephens,TANF Basic,2,3,2,1,444.95,205.25,0.0
2024-11-01,Sterling,TANF Basic,0,0,0,0,0.0,0.0,80.35
2024-11-01,Stonewall,TANF Basic,1,2,2,0,176.26,162.61,80.35
2024-11-01,Sutton,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Swisher,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Tarrant,TANF Basic,581,1498,1130,371,157258.15,270.67,104.96
2024-11-01,Taylor,TANF Basic,79,177,135,42,18731.09,236.72,106.07
2024-11-01,Terrell,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Terry,TANF Basic,5,13,10,3,1418.7,261.77,107.79
2024-11-01,Throckmorton,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Titus,TANF Basic,7,14,10,5,1513.28,232.68,106.13
2024-11-01,Tom Green,TANF Basic,39,94,67,27,9281.71,237.86,98.4
2024-11-01,Travis,TANF Basic,277,612,462,151,67245.11,242.33,109.87
2024-11-01,Trinity,TANF Basic,1,2,2,0,195.61,180.46,89.17
2024-11-01,Tyler,TANF Basic,2,2,2,0,265.47,122.45,121.02
2024-11-01,Upshur,TANF Basic,10,26,20,7,2992.16,306.72,113.67
2024-11-01,Upton,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Uvalde,TANF Basic,16,41,32,9,4393.66,270.23,108.27
2024-11-01,Val Verde,TANF Basic,30,80,61,19,8031.75,264.63,100.31
2024-11-01,Van Zandt,TANF Basic,14,26,22,5,2813.75,199.68,106.89
2024-11-01,Victoria,TANF Basic,26,66,53,12,6926.89,266.27,105.26
2024-11-01,Walker,TANF Basic,20,44,36,8,4651.6,238.41,106.03
2024-11-01,Waller,TANF Basic,5,14,12,2,933.97,172.33,65.5
2024-11-01,Ward,TANF Basic,2,7,5,1,548.13,252.84,83.29
2024-11-01,Washington,TANF Basic,10,29,21,8,2854.59,292.61,100.1
2024-11-01,Webb,TANF Basic,112,304,281,22,26840.22,240.4,88.34
2024-11-01,Wharton,TANF Basic,5,12,9,3,1203.74,222.1,99.77
2024-11-01,Wheeler,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Wichita,TANF Basic,59,136,102,34,13879.58,237.12,102.05
2024-11-01,Wilbarger,TANF Basic,1,1,1,0,117.15,108.08,106.81
2024-11-01,Willacy,TANF Basic,8,22,17,5,2149.54,283.3,97.99
2024-11-01,Williamson,TANF Basic,86,203,146,58,23255.87,271.58,114.61
2024-11-01,Wilson,TANF Basic,7,13,9,5,1730.38,266.06,131.47
2024-11-01,Winkler,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Wise,TANF Basic,8,20,14,6,2218.32,292.36,112.36
2024-11-01,Wood,TANF Basic,8,13,12,1,1415.47,186.55,107.55
2024-11-01,Yoakum,TANF Basic,0,0,0,0,0.0,0.0,0.0
2024-11-01,Young,TANF Basic,5,12,9,3,1487.48,274.46,123.29
2024-11-01,Zapata,TANF Basic,4,18,15,2,1455.24,335.64,82.92
2024-11-01,Zavala,TANF Basic,9,26,22,5,2531.08,291.88,96.15
2024-11-01,Anderson,TANF State Program,1,3,1,2,273.26,247.64,82.05
2024-11-01,Andrews,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Angelina,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Aransas,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Archer,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Armstrong,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Atascosa,TANF State Program,2,8,4,3,908.72,411.76,116.94
2024-11-01,Austin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bailey,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bandera,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bastrop,TANF State Program,1,3,1,2,434.0,393.31,130.32
2024-11-01,Baylor,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bee,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bell,TANF State Program,13,48,25,22,4886.51,369.03,102.37
2024-11-01,Bexar,TANF State Program,36,129,69,60,13790.47,378.71,107.09
2024-11-01,Blanco,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Borden,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bosque,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Bowie,TANF State Program,2,8,3,4,774.77,351.07,99.7
2024-11-01,Brazoria,TANF State Program,1,7,4,2,619.39,561.32,92.99
2024-11-01,Brazos,TANF State Program,1,4,2,2,256.11,232.1,57.68
2024-11-01,Brewster,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Briscoe,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Brooks,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Brown,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Burleson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Burnet,TANF State Program,1,1,1,0,135.02,122.36,121.63
2024-11-01,Caldwell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Calhoun,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Callahan,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Cameron,TANF State Program,8,23,10,13,2309.31,298.97,99.06
2024-11-01,Camp,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Carson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Cass,TANF State Program,1,2,1,1,342.91,310.76,154.45
2024-11-01,Castro,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Chambers,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Cherokee,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Childress,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Clay,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Cochran,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Coke,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Coleman,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Collin,TANF State Program,6,17,10,7,1817.44,329.41,109.14
2024-11-01,Collingsworth,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Colorado,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Comal,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Comanche,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Concho,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Cooke,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Coryell,TANF State Program,2,7,3,3,830.49,376.32,124.69
2024-11-01,Cottle,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Crane,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Crockett,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Crosby,TANF State Program,1,3,1,2,333.27,302.02,100.07
2024-11-01,Culberson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Dallam,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Dallas,TANF State Program,25,97,50,47,10082.72,397.28,104.4
2024-11-01,Dawson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Deaf Smith,TANF State Program,1,8,6,2,695.47,630.27,89.5
2024-11-01,Delta,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Denton,TANF State Program,4,17,8,9,1530.25,346.7,91.9
2024-11-01,Dewitt,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Dickens,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Dimmit,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Donley,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Duval,TANF State Program,1,3,2,1,396.49,359.32,119.05
2024-11-01,Eastland,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Ector,TANF State Program,6,17,8,9,1796.01,325.53,107.86
2024-11-01,Edwards,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,El Paso,TANF State Program,15,56,29,27,6160.65,398.79,110.99
2024-11-01,Ellis,TANF State Program,2,7,2,4,868.0,393.31,130.32
2024-11-01,Erath,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Falls,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Fannin,TANF State Program,2,4,2,2,685.83,310.76,154.45
2024-11-01,Fayette,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Fisher,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Floyd,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Foard,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Fort Bend,TANF State Program,4,11,7,4,1255.92,284.54,113.13
2024-11-01,Franklin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Freestone,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Frio,TANF State Program,1,4,2,2,487.58,441.87,109.8
2024-11-01,Gaines,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Galveston,TANF State Program,2,7,2,4,333.27,151.01,50.03
2024-11-01,Garza,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Gillespie,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Glasscock,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Goliad,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Gonzales,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Gray,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Grayson,TANF State Program,1,3,2,1,396.49,359.32,119.05
2024-11-01,Gregg,TANF State Program,3,10,6,4,1134.83,342.81,113.58
2024-11-01,Grimes,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Guadalupe,TANF State Program,3,11,6,6,1318.07,398.17,118.73
2024-11-01,Hale,TANF State Program,6,18,8,10,1968.54,356.8,110.83
2024-11-01,Hall,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hamilton,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hansford,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hardeman,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hardin,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Harris,TANF State Program,29,112,72,40,10357.05,361.0,92.37
2024-11-01,Harrison,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hartley,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Haskell,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hays,TANF State Program,3,12,6,7,1409.16,425.68,115.4
2024-11-01,Hemphill,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Henderson,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hidalgo,TANF State Program,20,75,40,36,7880.57,396.76,104.39
2024-11-01,Hill,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hockley,TANF State Program,0,0,0,0,0.0,0.0,0.0
2024-11-01,Hood,TANF State Program,0,0,0,0,0.0,0.0,0.0
